,MLP_time,MLP_primal_obj,MLP_dual_obj,MLP_rel_gap,MLP_n_cols,pricer_IP_time,pricer_IP_obj
1,0.014294147491455078,1002.0000001267645,0.0,100.0,5.0,,
2,0.2250070571899414,1002.0000000111719,0.0,100.0,7.0,,
3,0.4309110641479492,996.0000020704729,0.0,100.0,9.0,,
4,0.6368269920349121,976.0000034906491,0.0,100.0,11.0,,
5,0.8376600742340088,941.3333347754209,0.0,100.0,13.0,,
6,1.0400710105895996,930.8000031692973,0.0,100.0,15.0,,
7,1.2600841522216797,914.0000016064366,0.0,100.0,17.0,,
8,1.5029590129852295,891.9230818708681,0.0,100.0,19.0,,
9,1.7363121509552002,863.0000182420154,0.0,100.0,21.0,,
10,1.9675250053405762,863.0000044795472,0.0,100.0,23.0,,
11,2.226335048675537,858.2727330772778,0.0,100.0,25.0,,
12,3.3164169788360596,842.658545616269,0.0,100.0,27.0,,
13,3.523914098739624,835.7826086985767,0.0,100.0,29.0,,
14,3.7210211753845215,833.1509433986438,0.0,100.0,31.0,,
15,3.905308961868286,822.6258992864164,0.0,100.0,33.0,,
16,4.085386037826538,815.3706625660959,0.0,100.0,35.0,,
17,4.267642021179199,810.9710208567463,0.0,100.0,37.0,,
18,4.46143102645874,807.1489361723859,0.0,100.0,39.0,,
19,4.649435043334961,805.3102282640582,0.0,100.0,41.0,,
20,4.835781097412109,802.5315315315686,0.0,100.0,43.0,,
21,5.032408952713013,798.170212766442,0.0,100.0,45.0,,
22,5.235927104949951,796.4922360529058,0.0,100.0,47.0,,
23,5.430920124053955,789.8744006157151,0.0,100.0,49.0,,
24,5.639875173568726,784.5959833072782,0.0,100.0,51.0,,
25,5.839257001876831,781.9786694788071,0.0,100.0,53.0,,
26,6.042834043502808,779.9037137755389,0.0,100.0,55.0,,
27,6.242187976837158,777.8291058061668,0.0,100.0,57.0,,
28,6.443349123001099,775.6374320708189,0.0,100.0,59.0,,
29,6.651129961013794,773.9573933681427,0.0,100.0,61.0,,
30,6.86113715171814,772.8958283918314,0.0,100.0,63.0,,
31,7.081041097640991,771.395833335717,0.0,100.0,65.0,,
32,7.287636995315552,770.5185091812825,0.0,100.0,67.0,,
33,7.495852947235107,768.7701526416818,0.0,100.0,69.0,,
34,7.703654050827026,767.6150441969405,0.0,100.0,71.0,,
35,7.9293670654296875,765.3778162483435,0.0,100.0,73.0,,
36,8.146437168121338,764.1366387911615,0.0,100.0,75.0,,
37,8.364946126937866,763.0522934045274,0.0,100.0,77.0,,
38,8.583302974700928,762.1297238153682,0.0,100.0,79.0,,
39,8.806421041488647,761.0058951910495,0.0,100.0,81.0,,
40,9.02734899520874,759.8711652087902,0.0,100.0,83.0,,
41,9.24993896484375,758.6658327310978,0.0,100.0,85.0,,
42,9.4791100025177,757.9080593639219,0.0,100.0,87.0,,
43,9.742063045501709,757.1378895455942,0.0,100.0,89.0,,
44,9.969521045684814,756.1014922174874,0.0,100.0,91.0,,
45,10.199851036071777,755.2530008153294,0.0,100.0,93.0,,
46,10.43410611152649,753.5184337448809,0.0,100.0,95.0,,
47,10.672495126724243,752.8726725006866,0.0,100.0,97.0,,
48,10.90812611579895,751.7183897445024,0.0,100.0,99.0,,
49,11.141065120697021,750.9907349319102,0.0,100.0,101.0,,
50,11.380006074905396,750.154864246458,0.0,100.0,103.0,,
51,11.620294094085693,749.7197980084281,0.0,100.0,105.0,,
52,11.861566066741943,749.1657601395347,0.0,100.0,107.0,,
53,12.110190153121948,748.5776077316948,0.0,100.0,109.0,,
54,12.371201992034912,747.8153530229076,0.0,100.0,111.0,,
55,12.631194114685059,746.9716721082843,0.0,100.0,113.0,,
56,12.887431144714355,746.0816857479717,0.0,100.0,115.0,,
57,13.1387619972229,745.47999331072,0.0,100.0,117.0,,
58,13.400765180587769,745.2021422404591,0.0,100.0,119.0,,
59,13.655122995376587,744.9347363261452,0.0,100.0,121.0,,
60,13.909106969833374,744.6418655496411,0.0,100.0,123.0,,
61,14.180927038192749,744.2695477577604,0.0,100.0,125.0,,
62,14.438678979873657,743.7170154275052,0.0,100.0,127.0,,
63,14.699546098709106,743.2092153211428,0.0,100.0,129.0,,
64,14.964277982711792,742.8695178771757,0.0,100.0,131.0,,
65,15.227503061294556,741.9367667503321,0.0,100.0,133.0,,
66,15.496760129928589,741.5622378207973,0.0,100.0,135.0,,
67,15.77123212814331,741.2594865333479,0.0,100.0,137.0,,
68,16.041896104812622,741.068390427736,0.0,100.0,139.0,,
69,16.317516088485718,740.7741708728934,0.0,100.0,141.0,,
70,16.59789204597473,740.5090829341649,0.0,100.0,143.0,,
71,16.882002115249634,740.2103197065798,0.0,100.0,145.0,,
72,17.17421007156372,739.9978251066954,0.0,100.0,147.0,,
73,17.47393298149109,739.7413383849898,0.0,100.0,149.0,,
74,17.764655113220215,739.576160259477,0.0,100.0,151.0,,
75,18.071632146835327,739.4427159356303,0.0,100.0,153.0,,
76,18.372918128967285,738.8237003395751,0.0,100.0,155.0,,
77,18.67893409729004,738.6499859814674,0.0,100.0,157.0,,
78,18.98988103866577,738.4509359172852,0.0,100.0,159.0,,
79,19.31022000312805,738.2544545040076,0.0,100.0,161.0,,
80,19.63236713409424,738.082594012199,0.0,100.0,163.0,,
81,19.893388032913208,737.8973155817622,0.0,100.0,165.0,,
82,20.147825956344604,737.8171578313733,0.0,100.0,167.0,,
83,20.420788049697876,737.7175287764188,0.0,100.0,169.0,,
84,20.68057894706726,737.1310014262127,0.0,100.0,171.0,,
85,20.942695140838623,736.7972094913274,0.0,100.0,173.0,,
86,21.211354970932007,736.5616137173544,0.0,100.0,175.0,,
87,21.47870898246765,736.3002014382265,0.0,100.0,177.0,,
88,21.74776601791382,736.1644440179507,0.0,100.0,179.0,,
89,22.19745111465454,735.9790671235323,0.0,100.0,181.0,,
90,22.624701023101807,735.8066414550367,0.0,100.0,183.0,,
91,22.898494958877563,735.6069140889007,0.0,100.0,185.0,,
92,23.171884059906006,735.3828120488944,0.0,100.0,187.0,,
93,23.44354510307312,735.1915538420246,0.0,100.0,189.0,,
94,23.715796947479248,734.8220079773757,0.0,100.0,191.0,,
95,23.995886087417603,734.6485477778119,0.0,100.0,193.0,,
96,24.27213215827942,734.5088300586237,0.0,100.0,195.0,,
97,24.54690408706665,732.6803048783958,0.0,100.0,197.0,,
98,24.82198214530945,732.5506477428457,0.0,100.0,199.0,,
99,25.096822023391724,732.3949100687533,0.0,100.0,201.0,,
100,26.087778091430664,731.9759105282378,0.0,100.0,203.0,,
101,26.375805139541626,731.6776554591384,0.0,100.0,205.0,,
102,26.660710096359253,731.3125839219705,0.0,100.0,207.0,,
103,26.94719099998474,731.0319038005803,0.0,100.0,209.0,,
104,27.237728118896484,730.8819392558648,0.0,100.0,211.0,,
105,27.53563117980957,730.7193524146518,0.0,100.0,213.0,,
106,27.829214096069336,730.5861818576562,0.0,100.0,215.0,,
107,28.124953985214233,730.4567678232354,0.0,100.0,217.0,,
108,28.423789024353027,730.3210029012439,0.0,100.0,219.0,,
109,28.753369092941284,730.0761919750142,0.0,100.0,221.0,,
110,29.081676959991455,729.9901637676984,0.0,100.0,223.0,,
111,29.403162002563477,729.9376508138656,0.0,100.0,225.0,,
112,29.704187154769897,729.8209040227679,0.0,100.0,227.0,,
113,30.015778064727783,729.7503205472692,0.0,100.0,229.0,,
114,30.31984305381775,729.6049567158877,0.0,100.0,231.0,,
